,result,prop,energy
1,000001,0.023225804914436435,25.0
9,001001,0.027022341608410494,26.0
18,010010,0.030472024776049034,27.0
26,011010,0.03129729765305479,28.0
38,100110,0.03049639720185686,28.0
29,011101,0.023241623529344918,29.0
5,000101,0.027322432617368254,30.0
33,100001,0.02846850423364513,31.0
42,101010,0.02884863335081161,32.0
22,010110,0.03267493557370945,32.0
20,010100,0.027688743928222077,36.0
6,000110,0.028983858197414388,38.0
34,100010,0.028677073255489252,39.0
41,101001,0.02933665160175442,40.0
24,011000,0.02767080664997852,48.0
45,101101,0.021507944538194247,49.0
10,001010,0.028021677805388924,50.0
17,010001,0.029011621467518386,51.0
37,100101,0.030267672327993805,52.0
16,010000,0.021083145780348613,63.0
36,100100,0.028076635100994517,64.0
2,000010,0.024608231035104924,65.0
25,011001,0.030491807240117023,68.0
13,001101,0.019515480610098238,83.0
40,101000,0.027688982758564292,84.0
30,011110,0.021124821263012784,85.0
21,010101,0.031099083078341968,88.0
4,000100,0.016569706174433416,106.0
32,100000,0.02155184946688275,107.0
8,001000,0.016762932522327217,134.0
46,101110,0.018595994910115224,137.0
0,000000,0.011330415726564794,165.0
53,110101,0.014279160595495177,166.0
28,011100,0.017901487035818273,201.0
57,111001,0.013255627077282537,202.0
14,001110,0.017904852146516603,203.0
49,110001,0.012730892209676643,241.0
44,101100,0.016903535360169544,285.0
54,110110,0.010610693087746068,334.0
12,001100,0.01033179991290829,383.0
58,111010,0.009529211810724629,386.0
50,110010,0.009485176945824307,441.0
61,111101,0.0076269885521560166,499.0
52,110100,0.0087139700850443,562.0
56,111000,0.008021451917666945,630.0
48,110000,0.006473723607735174,701.0
62,111110,0.004762083238383337,779.0
23,010111,0.0004300429774890894,1028.0
60,111100,0.0037591144675280744,1119.0
27,011011,0.00020059748823424538,1120.0
19,010011,0.0003270148581722434,1215.0
39,100111,8.255299294975721e-05,1216.0
43,101011,3.655449713996955e-05,1316.0
7,000111,0.00021068540915043622,1418.0
35,100011,3.910931631958179e-05,1419.0
11,001011,7.720999759854064e-05,1526.0
3,000011,0.0001339626899388723,1637.0
31,011111,0.0001405753345398228,1753.0
47,101111,0.00026565112135666056,1997.0
15,001111,0.0002022261813805947,2255.0
55,110111,0.0007842502363466202,2674.0
59,111011,0.0007277143649609048,2822.0
51,110011,0.0007956158808640939,2973.0
63,111111,0.0005213377053220538,3791.0
